	DepTime	CRSDepTime	ArrTime	CRSArrTime	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Distance	TaxiIn	TaxiOut	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
404	1305.0	1050	1421.0	1210	76.0	80.0	63.0	131.0	135.0	337	5.0	8.0	0.0	0.0	131.0	0.0	0.0
405	1558.0	1245	1709.0	1405	71.0	80.0	60.0	184.0	193.0	337	7.0	4.0	184.0	0.0	0.0	0.0	0.0
406	1600.0	1455	1714.0	1600	74.0	65.0	54.0	74.0	65.0	308	5.0	15.0	14.0	0.0	9.0	0.0	51.0
407	1556.0	1525	1705.0	1630	69.0	65.0	53.0	35.0	31.0	308	3.0	13.0	0.0	0.0	18.0	0.0	17.0
408	2056.0	2000	2203.0	2105	67.0	65.0	56.0	58.0	56.0	308	5.0	6.0	21.0	0.0	2.0	0.0	35.0
410	1159.0	1130	1259.0	1235	60.0	65.0	48.0	24.0	29.0	308	5.0	7.0	0.0	0.0	9.0	0.0	15.0
411	2140.0	2035	2249.0	2140	69.0	65.0	54.0	69.0	65.0	308	6.0	9.0	0.0	12.0	4.0	0.0	53.0
412	1455.0	1425	1557.0	1530	62.0	65.0	49.0	27.0	30.0	308	5.0	8.0	23.0	0.0	0.0	0.0	4.0
414	1925.0	1825	2024.0	1930	59.0	65.0	49.0	54.0	60.0	308	3.0	7.0	0.0	0.0	6.0	0.0	48.0
417	1311.0	1240	1414.0	1350	63.0	70.0	53.0	24.0	31.0	308	4.0	6.0	7.0	0.0	0.0	0.0	17.0
418	1014.0	1000	1120.0	1105	66.0	65.0	51.0	15.0	14.0	308	4.0	11.0	5.0	0.0	1.0	0.0	9.0
421	1114.0	1045	1347.0	1330	93.0	105.0	80.0	17.0	29.0	590	3.0	10.0	4.0	0.0	0.0	0.0	13.0
423	2117.0	2010	2355.0	2255	98.0	105.0	84.0	60.0	67.0	590	4.0	10.0	0.0	0.0	1.0	0.0	59.0
424	1742.0	1650	2021.0	1935	99.0	105.0	82.0	46.0	52.0	590	4.0	13.0	8.0	0.0	0.0	0.0	38.0
427	2013.0	1910	2121.0	2025	68.0	75.0	58.0	56.0	63.0	373	3.0	7.0	0.0	0.0	0.0	0.0	56.0
429	949.0	900	1103.0	1020	74.0	80.0	61.0	43.0	49.0	373	5.0	8.0	40.0	0.0	0.0	0.0	3.0
430	2215.0	2125	2321.0	2245	66.0	80.0	58.0	36.0	50.0	373	3.0	5.0	1.0	0.0	0.0	0.0	35.0
432	1441.0	1350	1549.0	1510	68.0	80.0	56.0	39.0	51.0	373	4.0	8.0	8.0	0.0	0.0	0.0	31.0
433	1743.0	1715	1853.0	1830	70.0	75.0	59.0	23.0	28.0	373	4.0	7.0	8.0	0.0	0.0	0.0	15.0
437	2005.0	1850	2219.0	2105	74.0	75.0	61.0	74.0	75.0	451	3.0	10.0	0.0	0.0	0.0	0.0	74.0
441	2110.0	2040	2326.0	2300	76.0	80.0	61.0	26.0	30.0	451	5.0	10.0	0.0	0.0	0.0	0.0	26.0
443	1825.0	1745	1921.0	1850	56.0	65.0	47.0	31.0	40.0	341	4.0	5.0	4.0	0.0	0.0	0.0	27.0
447	1402.0	1340	1501.0	1440	59.0	60.0	50.0	21.0	22.0	293	2.0	7.0	3.0	0.0	0.0	0.0	18.0
451	1606.0	1525	1705.0	1625	59.0	60.0	50.0	40.0	41.0	293	3.0	6.0	0.0	0.0	0.0	0.0	40.0
455	1654.0	1550	2006.0	1900	132.0	130.0	121.0	66.0	64.0	912	3.0	8.0	6.0	0.0	2.0	0.0	58.0
458	1752.0	1705	1854.0	1810	62.0	65.0	49.0	44.0	47.0	296	4.0	9.0	0.0	0.0	0.0	0.0	44.0
461	2029.0	1950	2127.0	2055	58.0	65.0	49.0	32.0	39.0	296	3.0	6.0	0.0	0.0	0.0	0.0	32.0
465	1051.0	1035	1246.0	1215	115.0	100.0	82.0	31.0	16.0	544	25.0	8.0	16.0	0.0	15.0	0.0	0.0
467	1846.0	1815	1951.0	1920	65.0	65.0	53.0	31.0	31.0	296	4.0	8.0	4.0	0.0	0.0	0.0	27.0
469	1615.0	1130	1623.0	1135	68.0	65.0	56.0	288.0	285.0	332	4.0	8.0	285.0	0.0	3.0	0.0	0.0
471	1852.0	1830	1942.0	1925	50.0	55.0	40.0	17.0	22.0	294	3.0	7.0	0.0	0.0	0.0	0.0	17.0
472	1602.0	1535	1701.0	1635	59.0	60.0	46.0	26.0	27.0	319	3.0	10.0	0.0	0.0	0.0	0.0	26.0
473	1836.0	1805	1930.0	1905	54.0	60.0	46.0	25.0	31.0	319	3.0	5.0	0.0	0.0	0.0	0.0	25.0
475	944.0	915	1046.0	1015	62.0	60.0	53.0	31.0	29.0	319	2.0	7.0	0.0	0.0	2.0	0.0	29.0
479	1625.0	1450	1731.0	1605	66.0	75.0	57.0	86.0	95.0	441	2.0	7.0	85.0	0.0	0.0	0.0	1.0
484	1159.0	1150	1325.0	1310	86.0	80.0	69.0	15.0	9.0	491	5.0	12.0	6.0	0.0	6.0	0.0	3.0
485	2130.0	2115	2300.0	2235	90.0	80.0	65.0	25.0	15.0	491	11.0	14.0	0.0	0.0	10.0	0.0	15.0
488	1404.0	1350	1726.0	1710	142.0	140.0	125.0	16.0	14.0	967	9.0	8.0	10.0	0.0	2.0	0.0	4.0
489	1958.0	1930	2310.0	2250	132.0	140.0	118.0	20.0	28.0	967	5.0	9.0	0.0	0.0	0.0	0.0	20.0
491	937.0	910	1102.0	1040	85.0	90.0	71.0	22.0	27.0	461	4.0	10.0	2.0	0.0	0.0	0.0	20.0
493	2009.0	1910	2132.0	2040	83.0	90.0	70.0	52.0	59.0	461	2.0	11.0	0.0	0.0	0.0	0.0	52.0
497	1917.0	1855	1959.0	1940	102.0	105.0	88.0	19.0	22.0	533	6.0	8.0	3.0	0.0	0.0	0.0	16.0
498	1502.0	1440	1540.0	1525	98.0	105.0	83.0	15.0	22.0	533	5.0	10.0	12.0	0.0	0.0	0.0	3.0
500	1038.0	1010	1259.0	1230	81.0	80.0	63.0	29.0	28.0	451	8.0	10.0	3.0	0.0	1.0	0.0	25.0
501	1920.0	1850	2140.0	2110	80.0	80.0	61.0	30.0	30.0	451	9.0	10.0	30.0	0.0	0.0	0.0	0.0
504	1801.0	1725	1900.0	1835	179.0	190.0	164.0	25.0	36.0	1140	6.0	9.0	10.0	0.0	0.0	0.0	15.0
508	1751.0	1720	1938.0	1905	227.0	225.0	200.0	33.0	31.0	1363	18.0	9.0	31.0	0.0	2.0	0.0	0.0
510	1518.0	1455	1658.0	1640	220.0	225.0	203.0	18.0	23.0	1363	6.0	11.0	9.0	0.0	0.0	0.0	9.0
512	1922.0	1850	2253.0	2225	151.0	155.0	135.0	28.0	32.0	1072	5.0	11.0	0.0	0.0	0.0	0.0	28.0
516	2229.0	2100	2343.0	2215	74.0	75.0	60.0	88.0	89.0	405	5.0	9.0	1.0	0.0	0.0	0.0	87.0
519	1028.0	1010	1154.0	1130	86.0	80.0	66.0	24.0	18.0	405	8.0	12.0	16.0	0.0	6.0	0.0	2.0
526	2014.0	1935	2143.0	2055	89.0	80.0	60.0	48.0	39.0	405	20.0	9.0	0.0	0.0	9.0	0.0	39.0
532	1804.0	1700	1918.0	1810	74.0	70.0	47.0	68.0	64.0	313	19.0	8.0	0.0	0.0	4.0	0.0	64.0
533	1309.0	1230	1455.0	1425	226.0	235.0	214.0	30.0	39.0	1481	4.0	8.0	5.0	0.0	0.0	0.0	25.0
536	2128.0	2025	2328.0	2220	180.0	175.0	162.0	68.0	63.0	1044	5.0	13.0	4.0	0.0	5.0	0.0	59.0
537	1108.0	1045	1255.0	1240	167.0	175.0	154.0	15.0	23.0	1044	5.0	8.0	11.0	0.0	0.0	0.0	4.0
540	1518.0	1430	1704.0	1640	226.0	250.0	214.0	24.0	48.0	1489	3.0	9.0	4.0	0.0	0.0	0.0	20.0
543	1537.0	1450	1628.0	1545	51.0	55.0	37.0	43.0	47.0	237	4.0	10.0	0.0	0.0	0.0	0.0	43.0
546	1929.0	1835	2018.0	1930	49.0	55.0	36.0	48.0	54.0	237	5.0	8.0	0.0	0.0	0.0	0.0	48.0
550	1605.0	1440	1701.0	1535	56.0	55.0	37.0	86.0	85.0	223	4.0	15.0	0.0	0.0	1.0	0.0	85.0
551	1102.0	1030	1152.0	1125	50.0	55.0	37.0	27.0	32.0	223	3.0	10.0	7.0	0.0	0.0	0.0	20.0
552	1901.0	1810	1949.0	1905	48.0	55.0	36.0	44.0	51.0	223	3.0	9.0	3.0	0.0	0.0	0.0	41.0
553	1331.0	1245	1528.0	1455	237.0	250.0	221.0	33.0	46.0	1552	5.0	11.0	4.0	0.0	0.0	0.0	29.0
556	1317.0	1300	1607.0	1540	170.0	160.0	149.0	27.0	17.0	1073	11.0	10.0	10.0	0.0	10.0	0.0	7.0
560	1057.0	1030	1347.0	1305	170.0	155.0	155.0	42.0	27.0	1050	4.0	11.0	15.0	0.0	15.0	0.0	12.0
564	1321.0	1255	1354.0	1330	93.0	95.0	78.0	24.0	26.0	478	3.0	12.0	6.0	0.0	0.0	0.0	18.0
568	1740.0	1715	1835.0	1815	115.0	120.0	97.0	20.0	25.0	616	5.0	13.0	11.0	0.0	0.0	0.0	9.0
576	730.0	720	940.0	925	130.0	125.0	117.0	15.0	10.0	787	3.0	10.0	0.0	0.0	5.0	10.0	0.0
578	1914.0	1755	2122.0	2005	128.0	130.0	113.0	77.0	79.0	787	1.0	14.0	0.0	0.0	0.0	0.0	77.0
580	1506.0	1500	1730.0	1705	144.0	125.0	115.0	25.0	6.0	787	21.0	8.0	6.0	0.0	19.0	0.0	0.0
581	1035.0	1025	1248.0	1230	133.0	125.0	118.0	18.0	10.0	787	5.0	10.0	0.0	0.0	8.0	10.0	0.0
583	1124.0	1110	1350.0	1335	146.0	145.0	130.0	15.0	14.0	895	5.0	11.0	11.0	0.0	1.0	0.0	3.0
585	1928.0	1910	2143.0	2125	135.0	135.0	113.0	18.0	18.0	802	5.0	17.0	18.0	0.0	0.0	0.0	0.0
589	1109.0	1055	1403.0	1335	174.0	160.0	147.0	28.0	14.0	957	9.0	18.0	5.0	0.0	14.0	0.0	9.0
590	1654.0	1625	1922.0	1905	148.0	160.0	137.0	17.0	29.0	957	4.0	7.0	3.0	0.0	0.0	0.0	14.0
592	1957.0	1850	2053.0	1950	56.0	60.0	41.0	63.0	67.0	178	3.0	12.0	13.0	0.0	0.0	0.0	50.0
594	1012.0	950	1113.0	1050	61.0	60.0	39.0	23.0	22.0	178	6.0	16.0	21.0	0.0	1.0	0.0	1.0
598	1509.0	1420	1629.0	1600	140.0	160.0	130.0	29.0	49.0	848	2.0	8.0	2.0	0.0	0.0	0.0	27.0
600	1806.0	1740	1942.0	1920	156.0	160.0	134.0	22.0	26.0	848	4.0	18.0	11.0	0.0	0.0	0.0	11.0
602	809.0	800	1026.0	1010	137.0	130.0	120.0	16.0	9.0	758	5.0	12.0	0.0	0.0	7.0	9.0	0.0
603	1234.0	1220	1447.0	1425	133.0	125.0	111.0	22.0	14.0	758	4.0	18.0	14.0	0.0	8.0	0.0	0.0
605	1912.0	1840	2149.0	2105	157.0	145.0	126.0	44.0	32.0	828	8.0	23.0	31.0	0.0	12.0	0.0	1.0
606	2100.0	2030	2324.0	2255	144.0	145.0	131.0	29.0	30.0	972	4.0	9.0	11.0	0.0	0.0	0.0	18.0
610	1942.0	1840	2205.0	2105	143.0	145.0	130.0	60.0	62.0	972	4.0	9.0	60.0	0.0	0.0	0.0	0.0
611	1510.0	1355	1738.0	1620	148.0	145.0	135.0	78.0	75.0	972	5.0	8.0	12.0	0.0	3.0	0.0	63.0
612	1642.0	1610	1728.0	1705	106.0	115.0	91.0	23.0	32.0	587	4.0	11.0	23.0	0.0	0.0	0.0	0.0
614	1243.0	1155	1439.0	1400	176.0	185.0	156.0	39.0	48.0	1072	2.0	18.0	0.0	0.0	0.0	0.0	39.0
617	1812.0	1705	2001.0	1855	169.0	170.0	150.0	66.0	67.0	989	6.0	13.0	46.0	0.0	0.0	0.0	20.0
618	1840.0	1805	2022.0	1955	162.0	170.0	140.0	27.0	35.0	989	7.0	15.0	22.0	0.0	0.0	0.0	5.0
620	1055.0	935	1255.0	1125	180.0	170.0	149.0	90.0	80.0	989	17.0	14.0	33.0	0.0	10.0	0.0	47.0
624	2206.0	2105	2338.0	2250	152.0	165.0	138.0	48.0	61.0	989	7.0	7.0	9.0	0.0	0.0	0.0	39.0
627	636.0	630	930.0	915	174.0	165.0	154.0	15.0	6.0	1142	4.0	16.0	0.0	0.0	9.0	6.0	0.0
628	2108.0	2045	2352.0	2330	164.0	165.0	148.0	22.0	23.0	1142	4.0	12.0	0.0	0.0	0.0	0.0	22.0
635	1524.0	1500	1714.0	1650	110.0	110.0	92.0	24.0	24.0	655	5.0	13.0	0.0	0.0	17.0	0.0	7.0
638	1137.0	1115	1410.0	1340	153.0	145.0	134.0	30.0	22.0	861	4.0	15.0	11.0	0.0	8.0	0.0	11.0
640	1350.0	1250	1611.0	1520	141.0	150.0	128.0	51.0	60.0	861	3.0	10.0	9.0	0.0	0.0	0.0	42.0
643	1730.0	1620	2028.0	1920	298.0	300.0	276.0	68.0	70.0	1848	8.0	14.0	68.0	0.0	0.0	0.0	0.0
657	1013.0	955	1100.0	1045	47.0	50.0	35.0	15.0	18.0	133	3.0	9.0	15.0	0.0	0.0	0.0	0.0
658	2143.0	2105	2227.0	2150	44.0	45.0	30.0	37.0	38.0	133	4.0	10.0	37.0	0.0	0.0	0.0	0.0
664	1440.0	1425	1655.0	1635	135.0	130.0	105.0	20.0	15.0	718	20.0	10.0	2.0	0.0	5.0	0.0	13.0
667	2230.0	2035	2346.0	2210	136.0	155.0	122.0	96.0	115.0	880	3.0	11.0	0.0	0.0	0.0	6.0	90.0
668	1629.0	1535	1753.0	1710	144.0	155.0	127.0	43.0	54.0	880	4.0	13.0	0.0	0.0	0.0	0.0	43.0
670	1625.0	1550	1821.0	1800	176.0	190.0	158.0	21.0	35.0	1121	4.0	14.0	14.0	0.0	0.0	0.0	7.0
671	1051.0	1020	1341.0	1305	110.0	105.0	97.0	36.0	31.0	717	4.0	9.0	18.0	0.0	5.0	0.0	13.0
672	2106.0	1925	2.0	2215	116.0	110.0	90.0	107.0	101.0	717	5.0	21.0	48.0	0.0	6.0	0.0	53.0
674	2033.0	1905	2249.0	2150	136.0	165.0	125.0	59.0	88.0	972	4.0	7.0	59.0	0.0	0.0	0.0	0.0
675	1930.0	1900	2228.0	2200	118.0	120.0	100.0	28.0	30.0	777	8.0	10.0	28.0	0.0	0.0	0.0	0.0
677	1423.0	1350	1720.0	1645	117.0	115.0	100.0	35.0	33.0	777	5.0	12.0	33.0	0.0	2.0	0.0	0.0
679	2238.0	1945	8.0	2125	90.0	100.0	81.0	163.0	173.0	570	3.0	6.0	22.0	0.0	0.0	0.0	141.0
682	830.0	800	939.0	920	69.0	80.0	56.0	19.0	30.0	395	5.0	8.0	10.0	0.0	0.0	0.0	9.0
683	1247.0	1210	1358.0	1325	71.0	75.0	60.0	33.0	37.0	395	5.0	6.0	14.0	0.0	0.0	0.0	19.0
685	2156.0	2035	2309.0	2155	73.0	80.0	60.0	74.0	81.0	395	4.0	9.0	36.0	0.0	0.0	0.0	38.0
687	2221.0	2110	2332.0	2225	71.0	75.0	54.0	67.0	71.0	395	4.0	13.0	20.0	0.0	0.0	0.0	47.0
688	638.0	615	801.0	730	83.0	75.0	55.0	31.0	23.0	395	6.0	22.0	23.0	0.0	8.0	0.0	0.0
689	839.0	820	1058.0	1040	79.0	80.0	65.0	18.0	19.0	468	4.0	10.0	11.0	0.0	0.0	0.0	7.0
690	1332.0	1255	1546.0	1515	74.0	80.0	66.0	31.0	37.0	468	2.0	6.0	19.0	0.0	0.0	0.0	12.0
691	2057.0	1955	2321.0	2215	84.0	80.0	65.0	66.0	62.0	468	3.0	16.0	46.0	0.0	4.0	0.0	16.0
692	2334.0	1950	157.0	2235	83.0	105.0	73.0	202.0	224.0	611	4.0	6.0	15.0	0.0	0.0	0.0	187.0
693	1338.0	1300	1617.0	1545	99.0	105.0	88.0	32.0	38.0	611	4.0	7.0	32.0	0.0	0.0	0.0	0.0
697	1110.0	1035	1348.0	1320	98.0	105.0	86.0	28.0	35.0	611	3.0	9.0	19.0	0.0	0.0	0.0	9.0
698	2245.0	2125	115.0	5	90.0	100.0	78.0	70.0	80.0	611	4.0	8.0	45.0	0.0	0.0	0.0	25.0
700	1847.0	1825	2052.0	2035	65.0	70.0	52.0	17.0	22.0	307	6.0	7.0	16.0	0.0	0.0	0.0	1.0
701	2214.0	2105	17.0	2310	63.0	65.0	48.0	67.0	69.0	307	6.0	9.0	0.0	0.0	0.0	0.0	67.0
702	929.0	820	1200.0	1025	91.0	65.0	50.0	95.0	69.0	307	8.0	33.0	69.0	0.0	26.0	0.0	0.0
703	1202.0	1135	1403.0	1345	61.0	70.0	47.0	18.0	27.0	307	4.0	10.0	8.0	0.0	0.0	0.0	10.0
704	1527.0	1410	1735.0	1620	68.0	70.0	48.0	75.0	77.0	307	7.0	13.0	75.0	0.0	0.0	0.0	0.0
706	1901.0	1600	2113.0	1815	72.0	75.0	54.0	178.0	181.0	307	6.0	12.0	22.0	0.0	0.0	0.0	156.0
709	2316.0	2135	106.0	2335	50.0	60.0	39.0	91.0	101.0	284	3.0	8.0	61.0	0.0	0.0	0.0	30.0
711	637.0	615	838.0	815	61.0	60.0	49.0	23.0	22.0	284	5.0	7.0	0.0	22.0	1.0	0.0	0.0
713	1349.0	1325	1549.0	1530	60.0	65.0	50.0	19.0	24.0	284	2.0	8.0	19.0	0.0	0.0	0.0	0.0
714	1758.0	1730	1957.0	1935	59.0	65.0	48.0	22.0	28.0	284	3.0	8.0	22.0	0.0	0.0	0.0	0.0
715	2114.0	2025	2246.0	2155	152.0	150.0	128.0	51.0	49.0	895	7.0	17.0	22.0	0.0	2.0	0.0	27.0
719	1526.0	1425	1650.0	1600	144.0	155.0	129.0	50.0	61.0	895	6.0	9.0	26.0	0.0	0.0	0.0	24.0
720	1805.0	1705	1930.0	1845	145.0	160.0	128.0	45.0	60.0	895	6.0	11.0	16.0	0.0	0.0	0.0	29.0
721	1238.0	1200	1447.0	1405	69.0	65.0	53.0	42.0	38.0	229	9.0	7.0	14.0	0.0	4.0	0.0	24.0
722	819.0	800	1016.0	1000	57.0	60.0	45.0	16.0	19.0	229	4.0	8.0	9.0	0.0	0.0	0.0	7.0
723	1908.0	1825	2108.0	2030	60.0	65.0	42.0	38.0	43.0	229	3.0	15.0	38.0	0.0	0.0	0.0	0.0
724	1656.0	1610	1857.0	1820	61.0	70.0	43.0	37.0	46.0	229	3.0	15.0	29.0	0.0	0.0	0.0	8.0
725	1015.0	955	1218.0	1200	63.0	65.0	52.0	18.0	20.0	229	5.0	6.0	8.0	0.0	0.0	0.0	10.0
726	1452.0	1405	1650.0	1610	58.0	65.0	46.0	40.0	47.0	229	5.0	7.0	32.0	0.0	0.0	0.0	8.0
728	2223.0	2125	18.0	2325	55.0	60.0	36.0	53.0	58.0	229	7.0	12.0	9.0	0.0	0.0	0.0	44.0
732	2130.0	1955	111.0	2350	161.0	175.0	142.0	81.0	95.0	1166	4.0	15.0	40.0	0.0	0.0	0.0	41.0
733	705.0	630	1055.0	1030	170.0	180.0	151.0	25.0	35.0	1166	5.0	14.0	25.0	0.0	0.0	0.0	0.0
735	2106.0	2015	2329.0	2300	143.0	165.0	123.0	29.0	51.0	937	4.0	16.0	13.0	0.0	0.0	0.0	16.0
736	916.0	820	1142.0	1105	146.0	165.0	130.0	37.0	56.0	937	4.0	12.0	13.0	0.0	0.0	0.0	24.0
738	1149.0	1115	1416.0	1400	147.0	165.0	135.0	16.0	34.0	937	3.0	9.0	12.0	0.0	0.0	0.0	4.0
740	2217.0	2110	47.0	2350	90.0	100.0	73.0	57.0	67.0	577	5.0	12.0	25.0	0.0	0.0	0.0	32.0
742	1544.0	1405	1825.0	1650	101.0	105.0	81.0	95.0	99.0	577	5.0	15.0	51.0	0.0	0.0	0.0	44.0
744	1939.0	1915	2216.0	2155	97.0	100.0	78.0	21.0	24.0	577	5.0	14.0	2.0	0.0	0.0	0.0	19.0
745	647.0	640	931.0	915	104.0	95.0	84.0	16.0	7.0	577	5.0	15.0	0.0	7.0	9.0	0.0	0.0
746	1724.0	1655	1913.0	1850	49.0	55.0	31.0	23.0	29.0	162	7.0	11.0	23.0	0.0	0.0	0.0	0.0
747	2212.0	2105	7.0	2255	55.0	50.0	36.0	72.0	67.0	162	6.0	13.0	17.0	0.0	5.0	0.0	50.0
748	1410.0	1255	1609.0	1445	59.0	50.0	32.0	84.0	75.0	162	8.0	19.0	58.0	0.0	9.0	0.0	17.0
750	1033.0	905	1342.0	1205	129.0	120.0	114.0	97.0	88.0	765	5.0	10.0	32.0	0.0	9.0	0.0	56.0
751	1620.0	1550	1924.0	1900	124.0	130.0	110.0	24.0	30.0	765	5.0	9.0	13.0	0.0	0.0	0.0	11.0
752	1308.0	1245	1615.0	1555	127.0	130.0	113.0	20.0	23.0	765	4.0	10.0	20.0	0.0	0.0	0.0	0.0
754	2241.0	1845	25.0	2045	104.0	120.0	90.0	220.0	236.0	666	3.0	11.0	220.0	0.0	0.0	0.0	0.0
755	830.0	730	1010.0	925	100.0	115.0	87.0	45.0	60.0	666	3.0	10.0	45.0	0.0	0.0	0.0	0.0
756	2207.0	2100	6.0	2300	239.0	240.0	219.0	66.0	67.0	1521	5.0	15.0	55.0	0.0	0.0	0.0	11.0
759	1601.0	1550	1828.0	1750	267.0	240.0	219.0	38.0	11.0	1521	32.0	16.0	11.0	0.0	27.0	0.0	0.0
762	650.0	615	840.0	815	230.0	240.0	216.0	25.0	35.0	1521	3.0	11.0	0.0	25.0	0.0	0.0	0.0
763	850.0	740	1046.0	940	236.0	240.0	220.0	66.0	70.0	1521	5.0	11.0	57.0	0.0	0.0	0.0	9.0
765	853.0	830	1048.0	1030	235.0	240.0	223.0	18.0	23.0	1521	3.0	9.0	18.0	0.0	0.0	0.0	0.0
766	2011.0	1925	2205.0	2125	234.0	240.0	218.0	40.0	46.0	1521	9.0	7.0	35.0	0.0	0.0	0.0	5.0
767	1508.0	1430	1700.0	1630	232.0	240.0	220.0	30.0	38.0	1521	4.0	8.0	27.0	0.0	0.0	0.0	3.0
769	732.0	655	957.0	925	265.0	270.0	243.0	32.0	37.0	1750	11.0	11.0	26.0	0.0	0.0	0.0	6.0
770	2116.0	2100	2352.0	2330	276.0	270.0	249.0	22.0	16.0	1750	6.0	21.0	12.0	0.0	6.0	0.0	4.0
771	1533.0	1500	1802.0	1730	269.0	270.0	256.0	32.0	33.0	1750	5.0	8.0	31.0	0.0	0.0	0.0	1.0
772	1243.0	1140	1505.0	1415	262.0	275.0	249.0	50.0	63.0	1750	7.0	6.0	39.0	0.0	0.0	0.0	11.0
775	1600.0	1500	1735.0	1645	95.0	105.0	78.0	50.0	60.0	544	4.0	13.0	21.0	0.0	0.0	0.0	29.0
776	746.0	715	904.0	840	78.0	85.0	62.0	24.0	31.0	405	5.0	11.0	14.0	0.0	0.0	0.0	10.0
777	1113.0	1040	1229.0	1205	76.0	85.0	64.0	24.0	33.0	405	4.0	8.0	16.0	0.0	0.0	0.0	8.0
778	1832.0	1720	1952.0	1845	80.0	85.0	66.0	67.0	72.0	405	5.0	9.0	43.0	0.0	0.0	0.0	24.0
779	1422.0	1245	1546.0	1410	84.0	85.0	64.0	96.0	97.0	405	5.0	15.0	65.0	0.0	0.0	0.0	31.0
780	2201.0	2135	2319.0	2300	78.0	85.0	64.0	19.0	26.0	405	4.0	10.0	12.0	0.0	0.0	0.0	7.0
781	915.0	845	1034.0	1010	79.0	85.0	63.0	24.0	30.0	405	4.0	12.0	11.0	0.0	0.0	0.0	13.0
782	950.0	925	1107.0	1050	77.0	85.0	64.0	17.0	25.0	405	4.0	9.0	17.0	0.0	0.0	0.0	0.0
786	1620.0	1505	1737.0	1630	77.0	85.0	61.0	67.0	75.0	405	4.0	12.0	12.0	0.0	0.0	0.0	55.0
787	1714.0	1620	1832.0	1745	78.0	85.0	64.0	47.0	54.0	405	4.0	10.0	33.0	0.0	0.0	0.0	14.0
788	1333.0	1300	1650.0	1630	137.0	150.0	125.0	20.0	33.0	989	3.0	9.0	16.0	0.0	0.0	0.0	4.0
790	2059.0	2005	19.0	2335	140.0	150.0	127.0	44.0	54.0	989	4.0	9.0	24.0	0.0	0.0	0.0	20.0
793	1120.0	1020	1435.0	1350	135.0	150.0	126.0	45.0	60.0	989	3.0	6.0	25.0	0.0	0.0	0.0	20.0
794	1804.0	1710	2129.0	2040	145.0	150.0	126.0	49.0	54.0	989	6.0	13.0	16.0	0.0	0.0	0.0	33.0
795	2124.0	1935	48.0	2305	144.0	150.0	126.0	103.0	109.0	989	3.0	15.0	13.0	0.0	0.0	0.0	90.0
796	2143.0	2015	37.0	2315	114.0	120.0	100.0	82.0	88.0	838	4.0	10.0	82.0	0.0	0.0	0.0	0.0
797	645.0	635	957.0	935	132.0	120.0	109.0	22.0	10.0	838	3.0	20.0	10.0	0.0	12.0	0.0	0.0
798	1849.0	1805	2146.0	2110	117.0	125.0	106.0	36.0	44.0	838	4.0	7.0	31.0	0.0	0.0	0.0	5.0
799	1417.0	1345	1717.0	1645	120.0	120.0	105.0	32.0	32.0	838	4.0	11.0	28.0	0.0	0.0	0.0	4.0
800	1103.0	1040	1359.0	1340	116.0	120.0	106.0	19.0	23.0	838	3.0	7.0	19.0	0.0	0.0	0.0	0.0
802	954.0	905	1240.0	1150	286.0	285.0	265.0	50.0	49.0	1844	4.0	17.0	49.0	0.0	1.0	0.0	0.0
803	1412.0	1155	1659.0	1435	287.0	280.0	272.0	144.0	137.0	1844	6.0	9.0	47.0	0.0	7.0	0.0	90.0
804	2117.0	2010	11.0	2250	294.0	280.0	265.0	81.0	67.0	1844	5.0	24.0	41.0	0.0	14.0	0.0	26.0
806	1443.0	1330	1743.0	1615	300.0	285.0	272.0	88.0	73.0	1844	17.0	11.0	40.0	0.0	15.0	0.0	33.0
807	1020.0	955	1137.0	1120	77.0	85.0	68.0	17.0	25.0	423	2.0	7.0	8.0	0.0	0.0	0.0	9.0
808	1429.0	1235	1547.0	1400	78.0	85.0	63.0	107.0	114.0	423	3.0	12.0	100.0	0.0	0.0	0.0	7.0
809	1841.0	1735	2004.0	1900	83.0	85.0	68.0	64.0	66.0	423	3.0	12.0	63.0	0.0	0.0	0.0	1.0
811	2239.0	2115	2358.0	2240	79.0	85.0	67.0	78.0	84.0	423	2.0	10.0	7.0	0.0	0.0	0.0	71.0
812	1741.0	1600	1901.0	1725	80.0	85.0	66.0	96.0	101.0	423	2.0	12.0	9.0	0.0	0.0	0.0	87.0
814	2041.0	1915	2327.0	2210	106.0	115.0	92.0	77.0	86.0	704	3.0	11.0	77.0	0.0	0.0	0.0	0.0
816	1921.0	1835	2142.0	2105	261.0	270.0	244.0	37.0	46.0	1751	4.0	13.0	37.0	0.0	0.0	0.0	0.0
820	2047.0	1845	2331.0	2145	104.0	120.0	90.0	106.0	122.0	668	5.0	9.0	21.0	0.0	0.0	0.0	85.0
821	1812.0	1715	2054.0	2025	102.0	130.0	86.0	29.0	57.0	668	6.0	10.0	12.0	0.0	0.0	0.0	17.0
822	618.0	600	912.0	855	114.0	115.0	95.0	17.0	18.0	668	4.0	15.0	17.0	0.0	0.0	0.0	0.0
824	2205.0	2135	43.0	25	98.0	110.0	84.0	18.0	30.0	668	4.0	10.0	4.0	0.0	0.0	0.0	14.0
827	1608.0	1510	1902.0	1805	234.0	235.0	215.0	57.0	58.0	1444	5.0	14.0	43.0	0.0	0.0	0.0	14.0
